Tanggal;Provinsi;Kabupaten/Kota;Cuaca Ekstrem;Dampak
2023-04-26;Jawa Barat;Kab. Sumedang;Hujan Lebat;Tanah Longsor, Gangguan Transportasi
2023-05-02;Jawa Barat;Kab. Sumedang;Hujan Lebat;Banjir / Genangan, Tanah Longsor, Korban Jiwa / Luka, Gangguan Transportasi
2023-05-02;Jawa Barat;Kab. Sumedang;Hujan Lebat;Tanah Longsor, Gangguan Transportasi
2023-06-19;Jawa Barat;Kab. Sumedang;Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2023-06-20;Jawa Barat;Kab. Sumedang;Hujan Lebat;Tanah Longsor
2023-10-31;Jawa Barat;Kab. Sumedang;Petir;Korban Jiwa / Luka
2023-11-24;Jawa Barat;Kab. Sumedang;Puting Beliung, Hujan Lebat;Bangunan Rusak
2023-12-05;Jawa Barat;Kab. Sumedang;Angin Kencang, Hujan Lebat, Petir;Bangunan Rusak
2023-12-06;Jawa Barat;Kab. Sumedang;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi
2023-12-09;Jawa Barat;Kab. Sumedang;Hujan Lebat, Petir;Korban Jiwa / Luka
2023-12-24;Jawa Barat;Kab. Sumedang;Hujan Lebat;Tanah Longsor, Gangguan Transportasi
2024-01-07;Jawa Barat;Kab. Sumedang;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2024-01-11;Jawa Barat;Kab. Sumedang;Hujan Lebat;Tanah Longsor
2024-02-01;Jawa Barat;Kab. Sumedang;Angin Kencang, Hujan Lebat;Bangunan Rusak
2024-02-03;Jawa Barat;Kab. Sumedang;Angin Kencang, Hujan Lebat;Banjir / Genangan, Pohon Tumbang, Tanah Longsor
2024-02-05;Jawa Barat;Kab. Sumedang;Hujan Lebat;Tanah Longsor, Gangguan Transportasi
2024-02-11;Jawa Barat;Kab. Sumedang;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2024-02-11;Jawa Barat;Kab. Sumedang;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2024-02-12;Jawa Barat;Kab. Sumedang;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2024-02-21;Jawa Barat;Kab. Sumedang;Puting Beliung;Bangunan Rusak
2024-02-23;Jawa Barat;Kab. Sumedang;Hujan Lebat;Banjir / Genangan
2024-03-06;Jawa Barat;Kab. Sumedang;Angin Kencang, Hujan Lebat;Bangunan Rusak
2024-04-08;Jawa Barat;Kab. Sumedang;Hujan Lebat;Pohon Tumbang, Tanah Longsor, Gangguan Transportasi
2024-09-29;Jawa Barat;Kab. Sumedang;Angin Kencang;Pohon Tumbang, Gangguan Transportasi
2024-11-08;Jawa Barat;Kab. Sumedang;Hujan Lebat;Bangunan Rusak
2020-11-17;Jawa Barat;Kab. Tasikmalaya;Hujan Lebat;Tanah Longsor
2021-01-08;Jawa Barat;Kab. Tasikmalaya;Angin Kencang, Hujan Lebat;Pohon Tumbang, Tanah Longsor, Bangunan Rusak
2021-01-21;Jawa Barat;Kab. Tasikmalaya;Hujan Lebat;Tanah Longsor, Gangguan Transportasi
2021-01-22;Jawa Barat;Kab. Tasikmalaya;Angin Kencang, Hujan Lebat, Petir;Pohon Tumbang, Bangunan Rusak
2021-03-03;Jawa Barat;Kab. Tasikmalaya;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2021-03-11;Jawa Barat;Kab. Tasikmalaya;Puting Beliung;Pohon Tumbang, Bangunan Rusak
2021-03-14;Jawa Barat;Kab. Tasikmalaya;Angin Kencang, Hujan Lebat;Pohon Tumbang, Tanah Longsor
2021-03-24;Jawa Barat;Kab. Tasikmalaya;Hujan Lebat;Banjir / Genangan
2021-04-10;Jawa Barat;Kab. Tasikmalaya;Angin Kencang, Hujan Lebat;Pohon Tumbang
2021-06-01;Jawa Barat;Kab. Tasikmalaya;Hujan Lebat;Tanah Longsor
2021-06-02;Jawa Barat;Kab. Tasikmalaya;Puting Beliung;Tanah Longsor, Bangunan Rusak
2021-08-05;Jawa Barat;Kab. Tasikmalaya;Hujan Lebat;Tanah Longsor
2021-09-13;Jawa Barat;Kab. Tasikmalaya;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2021-12-26;Jawa Barat;Kab. Tasikmalaya;Angin Kencang;Pohon Tumbang, Bangunan Rusak
2021-12-27;Jawa Barat;Kab. Tasikmalaya;Angin Kencang, Hujan Lebat, Hujan Es;Pohon Tumbang
2021-12-28;Jawa Barat;Kab. Tasikmalaya;Angin Kencang, Hujan Lebat;Pohon Tumbang
2022-04-24;Jawa Barat;Kab. Tasikmalaya;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2022-06-26;Jawa Barat;Kab. Tasikmalaya;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2022-08-03;Jawa Barat;Kab. Tasikmalaya;Angin Kencang, Hujan Lebat;Pohon Tumbang
2022-08-10;Jawa Barat;Kab. Tasikmalaya;Hujan Lebat;Tanah Longsor, Bangunan Rusak, Gangguan Transportasi
2022-09-22;Jawa Barat;Kab. Tasikmalaya;Hujan Lebat;Tanah Longsor, Gangguan Transportasi
2022-09-26;Jawa Barat;Kab. Tasikmalaya;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2022-10-04;Jawa Barat;Kab. Tasikmalaya;Hujan Lebat;Tanah Longsor
2022-10-22;Jawa Barat;Kab. Tasikmalaya;Hujan Lebat;Tanah Longsor, Gangguan Transportasi
2022-10-26;Jawa Barat;Kab. Tasikmalaya;Hujan Lebat;Banjir / Genangan
2022-11-13;Jawa Barat;Kab. Tasikmalaya;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2022-11-14;Jawa Barat;Kab. Tasikmalaya;Hujan Lebat;Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka
2023-03-08;Jawa Barat;Kab. Tasikmalaya;Hujan Lebat;Banjir / Genangan
2023-03-17;Jawa Barat;Kab. Tasikmalaya;Angin Kencang, Hujan Lebat;Bangunan Rusak
2023-04-24;Jawa Barat;Kab. Tasikmalaya;Hujan Lebat;Tanah Longsor, Gangguan Transportasi
2023-04-25;Jawa Barat;Kab. Tasikmalaya;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2023-04-26;Jawa Barat;Kab. Tasikmalaya;Hujan Lebat;Tanah Longsor
2023-05-04;Jawa Barat;Kab. Tasikmalaya;Hujan Lebat;Banjir / Genangan, Tanah Longsor, Bangunan Rusak, Gangguan Transportasi
2023-05-04;Jawa Barat;Kab. Tasikmalaya;Hujan Lebat;Banjir / Genangan
2023-06-09;Jawa Barat;Kab. Tasikmalaya;Hujan Lebat;Tanah Longsor, Korban Jiwa / Luka
2023-11-15;Jawa Barat;Kab. Tasikmalaya;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2024-01-11;Jawa Barat;Kab. Tasikmalaya;Hujan Lebat;Tanah Longsor, Gangguan Transportasi
2024-01-16;Jawa Barat;Kab. Tasikmalaya;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2024-04-09;Jawa Barat;Kab. Tasikmalaya;Hujan Lebat;Banjir / Genangan, Bangunan Rusak, Gangguan Transportasi
2024-04-12;Jawa Barat;Kab. Tasikmalaya;Hujan Lebat, Petir;Tanah Longsor, Bangunan Rusak
2024-04-21;Jawa Barat;Kab. Tasikmalaya;Hujan Lebat, Petir;Tanah Longsor, Korban Jiwa / Luka, Gangguan Transportasi
2024-04-24;Jawa Barat;Kab. Tasikmalaya;Hujan Lebat;Tanah Longsor, Gangguan Transportasi
2024-04-25;Jawa Barat;Kab. Tasikmalaya;Angin Kencang, Hujan Lebat, Petir;Banjir / Genangan, Pohon Tumbang, Tanah Longsor, Bangunan Rusak, Gangguan Transportasi
2024-05-24;Jawa Barat;Kab. Tasikmalaya;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2024-05-27;Jawa Barat;Kab. Tasikmalaya;Hujan Lebat;Tanah Longsor
2024-06-14;Jawa Barat;Kab. Tasikmalaya;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2024-09-11;Jawa Barat;Kab. Tasikmalaya;Angin Kencang, Hujan Lebat;Bangunan Rusak, Gangguan Transportasi
2024-09-29;Jawa Barat;Kab. Tasikmalaya;Angin Kencang, Hujan Lebat;Bangunan Rusak
2024-12-04;Jawa Barat;Kab. Tasikmalaya;Hujan Lebat;Tanah Longsor
2024-12-16;Jawa Barat;Kab. Tasikmalaya;Hujan Lebat;Pohon Tumbang, Tanah Longsor, Gangguan Transportasi
2018-01-04;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Pohon Tumbang
2018-02-19;Jawa Barat;Kota Bandung;Hujan Lebat;Tanah Longsor
2018-02-24;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2018-02-25;Jawa Barat;Kota Bandung;Hujan Lebat;Gangguan Transportasi
2018-02-26;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan, Bangunan Rusak
2018-03-02;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2018-03-03;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2018-03-05;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2018-03-05;Jawa Barat;Kota Bandung;Hujan Lebat;Tanah Longsor, Bangunan Rusak, Gangguan Transportasi
2018-03-07;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan, Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka
2018-03-08;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2018-03-10;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2018-03-11;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2018-03-19;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2018-03-20;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan, Pohon Tumbang, Tanah Longsor, Gangguan Transportasi
2018-04-03;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Pohon Tumbang
2018-04-08;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan, Bangunan Rusak
2018-04-09;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2018-04-20;Jawa Barat;Kota Bandung;Hujan Lebat;Tanah Longsor
2018-04-21;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2018-05-08;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2018-07-22;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Es;Tidak ada data
2018-07-22;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Pohon Tumbang
2018-07-22;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Tidak ada data
2018-10-30;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2018-11-07;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2018-11-20;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2018-11-21;Jawa Barat;Kota Bandung;Hujan Lebat;Tidak ada data
2018-11-21;Jawa Barat;Kota Bandung;Puting Beliung;Bangunan Rusak
2018-11-22;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2018-11-26;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Tanah Longsor
2018-11-29;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2018-12-01;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Banjir / Genangan, Pohon Tumbang
2018-12-11;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2019-01-11;Jawa Barat;Kota Bandung;Puting Beliung;Bangunan Rusak
2019-01-12;Jawa Barat;Kota Bandung;Puting Beliung;Pohon Tumbang, Bangunan Rusak
2019-01-13;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2019-02-07;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Banjir / Genangan, Bangunan Rusak
2019-02-09;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan, Korban Jiwa / Luka
2019-02-22;Jawa Barat;Kota Bandung;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2019-02-23;Jawa Barat;Kota Bandung;Hujan Es;Tidak ada data
2019-02-23;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Pohon Tumbang
2019-02-24;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan, Bangunan Rusak
2019-02-25;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan, Pohon Tumbang, Tanah Longsor, Bangunan Rusak
2019-03-01;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan, Bangunan Rusak
2019-03-05;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2019-03-07;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2019-03-16;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Pohon Tumbang
2019-03-19;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2019-03-27;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan, Bangunan Rusak
2019-04-01;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan, Bangunan Rusak
2019-04-02;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2019-04-04;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2019-04-05;Jawa Barat;Kota Bandung;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2019-04-06;Jawa Barat;Kota Bandung;Puting Beliung;Pohon Tumbang, Bangunan Rusak
2019-04-07;Jawa Barat;Kota Bandung;Hujan Es;Tidak ada data
2019-04-08;Jawa Barat;Kota Bandung;Hujan Lebat;Bangunan Rusak, Korban Jiwa / Luka
2019-04-30;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2019-05-10;Jawa Barat;Kota Bandung;Hujan Lebat;Korban Jiwa / Luka
2019-05-15;Jawa Barat;Kota Bandung;Hujan Lebat;Bangunan Rusak
2019-05-16;Jawa Barat;Kota Bandung;Puting Beliung;Bangunan Rusak
2019-07-18;Jawa Barat;Kota Bandung;Suhu Ekstrem;Tidak ada data
2019-08-22;Jawa Barat;Kota Bandung;Angin Kencang;Bangunan Rusak
2019-09-10;Jawa Barat;Kota Bandung;Angin Kencang;Bangunan Rusak
2019-10-05;Jawa Barat;Kota Bandung;Puting Beliung;Bangunan Rusak
2019-10-20;Jawa Barat;Kota Bandung;Angin Kencang;Pohon Tumbang
2019-10-21;Jawa Barat;Kota Bandung;Angin Kencang;Bangunan Rusak
2019-10-29;Jawa Barat;Kota Bandung;Hujan Lebat;Pohon Tumbang
2019-11-01;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2019-11-08;Jawa Barat;Kota Bandung;Hujan Lebat;Pohon Tumbang
2019-11-09;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Bangunan Rusak
2019-12-06;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2019-12-10;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2019-12-13;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2019-12-17;Jawa Barat;Kota Bandung;Hujan Lebat;Tanah Longsor
2019-12-18;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Pohon Tumbang
2019-12-25;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2019-12-26;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2019-12-27;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2020-01-16;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2020-01-18;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2020-01-23;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2020-01-25;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2020-02-04;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2020-02-07;Jawa Barat;Kota Bandung;Angin Kencang;Bangunan Rusak
2020-02-13;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2020-02-15;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2020-02-17;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2020-02-18;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Bangunan Rusak
2020-02-28;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Pohon Tumbang
2020-03-05;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2020-03-21;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2020-03-26;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2020-03-29;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2020-03-30;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan, Bangunan Rusak
2020-04-01;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2020-04-10;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2020-05-01;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2020-05-02;Jawa Barat;Kota Bandung;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2020-05-29;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Bangunan Rusak
2020-06-09;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2020-06-11;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2020-10-18;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2020-10-25;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2020-10-25;Jawa Barat;Kota Bandung;Puting Beliung;Pohon Tumbang, Bangunan Rusak
2020-11-01;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Bangunan Rusak
2020-11-25;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2020-12-09;Jawa Barat;Kota Bandung;Puting Beliung;Pohon Tumbang
2020-12-23;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2020-12-24;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2021-03-27;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2021-05-07;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2021-05-29;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2021-06-21;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2021-06-21;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Bangunan Rusak
2021-11-25;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Banjir / Genangan
2021-11-26;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2021-12-13;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Banjir / Genangan
2022-02-13;Jawa Barat;Kota Bandung;Angin Kencang;Pohon Tumbang
2022-03-08;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat, Hujan Es;Banjir / Genangan, Pohon Tumbang
2022-03-19;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2022-04-03;Jawa Barat;Kota Bandung;Hujan Lebat;Tanah Longsor
2022-04-06;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2022-04-07;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2022-04-08;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2022-05-09;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat, Hujan Es;Pohon Tumbang, Bangunan Rusak
2022-05-14;Jawa Barat;Kota Bandung;Puting Beliung;Bangunan Rusak
2022-05-27;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2022-06-27;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2022-07-29;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2022-08-12;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Pohon Tumbang
2022-09-05;Jawa Barat;Kota Bandung;Puting Beliung;Bangunan Rusak
2022-09-10;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2022-10-03;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2022-10-04;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Banjir / Genangan
2022-10-05;Jawa Barat;Kota Bandung;Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2022-10-07;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2022-10-12;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2022-10-19;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Pohon Tumbang
2022-11-14;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2022-12-09;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2022-12-11;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2022-12-12;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2023-03-25;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat, Hujan Es;Banjir / Genangan, Pohon Tumbang, Bangunan Rusak, Korban Jiwa / Luka, Gangguan Transportasi
2023-04-02;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2023-04-21;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2023-04-23;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2023-04-24;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2023-04-26;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka
2023-04-26;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2023-05-10;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2023-06-27;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2023-10-10;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2023-10-21;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2023-11-17;Jawa Barat;Kota Bandung;Hujan Lebat;Tanah Longsor, Korban Jiwa / Luka
2023-12-05;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2023-12-05;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan, Tanah Longsor, Bangunan Rusak, Gangguan Transportasi
2023-12-08;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan
2023-12-10;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Bangunan Rusak
2023-12-11;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Banjir / Genangan, Pohon Tumbang, Gangguan Transportasi
2023-12-24;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2023-12-24;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan, Bangunan Rusak
2023-12-25;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Banjir / Genangan, Pohon Tumbang, Tanah Longsor, Gangguan Transportasi
2024-01-11;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan, Bangunan Rusak
2024-02-10;Jawa Barat;Kota Bandung;Petir;Korban Jiwa / Luka
2024-02-17;Jawa Barat;Kota Bandung;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2024-02-18;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2024-02-18;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2024-03-13;Jawa Barat;Kota Bandung;Angin Kencang;Bangunan Rusak, Korban Jiwa / Luka, Gangguan Transportasi
2024-04-12;Jawa Barat;Kota Bandung;Hujan Lebat;Tanah Longsor, Bangunan Rusak, Gangguan Transportasi
2024-05-16;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Banjir / Genangan, Pohon Tumbang
2024-09-11;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2024-09-26;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Pohon Tumbang
2024-10-24;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2024-10-24;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2024-11-01;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Pohon Tumbang, Korban Jiwa / Luka, Gangguan Transportasi
2024-11-01;Jawa Barat;Kota Bandung;Angin Kencang;Pohon Tumbang
2024-11-27;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Banjir / Genangan, Tanah Longsor, Bangunan Rusak
2024-12-18;Jawa Barat;Kota Bandung;Angin Kencang, Hujan Lebat;Pohon Tumbang
2018-03-21;Jawa Barat;Kota Banjar;Puting Beliung;Tidak ada data
2018-04-06;Jawa Barat;Kota Banjar;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak, Korban Jiwa / Luka
2019-04-16;Jawa Barat;Kota Banjar;Angin Kencang, Hujan Lebat;Bangunan Rusak
2020-01-27;Jawa Barat;Kota Banjar;Angin Kencang;Pohon Tumbang, Bangunan Rusak
2020-01-29;Jawa Barat;Kota Banjar;Angin Kencang, Hujan Lebat;Pohon Tumbang
2020-02-01;Jawa Barat;Kota Banjar;Puting Beliung, Angin Kencang;Bangunan Rusak
2020-02-26;Jawa Barat;Kota Banjar;Angin Kencang, Hujan Lebat;Pohon Tumbang, Tanah Longsor, Bangunan Rusak
2020-02-27;Jawa Barat;Kota Banjar;Angin Kencang, Hujan Lebat;Banjir / Genangan, Pohon Tumbang, Bangunan Rusak
2020-10-14;Jawa Barat;Kota Banjar;Angin Kencang;Pohon Tumbang, Bangunan Rusak
2020-10-31;Jawa Barat;Kota Banjar;Hujan Lebat;Tanah Longsor
2021-05-14;Jawa Barat;Kota Banjar;Angin Kencang;Bangunan Rusak
2021-06-20;Jawa Barat;Kota Banjar;Angin Kencang, Hujan Lebat;Pohon Tumbang
2022-01-25;Jawa Barat;Kota Banjar;Puting Beliung, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2022-01-29;Jawa Barat;Kota Banjar;Angin Kencang, Hujan Lebat;Bangunan Rusak
2022-01-31;Jawa Barat;Kota Banjar;Angin Kencang, Hujan Lebat, Hujan Es;Pohon Tumbang, Bangunan Rusak
2022-02-26;Jawa Barat;Kota Banjar;Angin Kencang, Hujan Lebat;Tidak ada data
